Method,N,Time
CIM,933,5
Force,933,36
CIM,934,27
Force,934,64
CIM,935,22
Force,935,39
CIM,936,21
Force,936,45
CIM,937,25
Force,937,48
CIM,938,27
Force,938,43
CIM,939,27
Force,939,25
CIM,940,8
Force,940,19
CIM,941,5
Force,941,12
CIM,942,9
Force,942,13
CIM,943,5
Force,943,12
CIM,944,5
Force,944,11
CIM,945,5
Force,945,12
CIM,946,5
Force,946,12
CIM,947,5
Force,947,11
CIM,948,5
Force,948,11
CIM,949,5
Force,949,11
CIM,950,7
Force,950,13
CIM,951,5
Force,951,11
CIM,952,5
Force,952,12
CIM,953,5
Force,953,11
CIM,954,5
Force,954,12
CIM,955,5
Force,955,11
CIM,956,4
Force,956,12
CIM,957,5
Force,957,12
CIM,958,5
Force,958,12
CIM,959,5
Force,959,12
CIM,960,9
Force,960,13
CIM,961,6
Force,961,12
CIM,962,5
Force,962,12
CIM,963,5
Force,963,12
CIM,964,5
Force,964,21
CIM,965,7
Force,965,13
CIM,966,7
Force,966,18
CIM,967,6
Force,967,11
CIM,968,6
Force,968,31
CIM,969,8
Force,969,16
CIM,970,7
Force,970,15
CIM,971,6
Force,971,22
CIM,972,17
Force,972,22
CIM,973,6
Force,973,12
CIM,974,5
Force,974,13
CIM,975,5
Force,975,13
CIM,976,6
Force,976,17
CIM,977,5
Force,977,12
CIM,978,5
Force,978,12
CIM,979,5
Force,979,12
CIM,980,5
Force,980,12
CIM,981,5
Force,981,14
CIM,982,7
Force,982,12
CIM,983,6
Force,983,12
CIM,984,6
Force,984,12
CIM,985,7
Force,985,13
CIM,986,6
Force,986,29
CIM,987,9
Force,987,12
CIM,988,6
Force,988,12
CIM,989,6
Force,989,12
CIM,990,6
Force,990,13
CIM,991,6
Force,991,13
CIM,992,6
Force,992,12
CIM,993,6
Force,993,12
CIM,994,6
Force,994,12
CIM,995,5
Force,995,12
CIM,996,5
Force,996,13
CIM,997,5
Force,997,13
CIM,998,5
Force,998,13
CIM,999,6
Force,999,12
CIM,1000,6
Force,1000,13
CIM,1001,5
Force,1001,13
CIM,1002,8
Force,1002,13
CIM,1003,6
Force,1003,13
CIM,1004,5
Force,1004,13
CIM,1005,6
Force,1005,13
CIM,1006,6
Force,1006,12
CIM,1007,5
Force,1007,13
CIM,1008,6
Force,1008,13
CIM,1009,6
Force,1009,13
CIM,1010,6
Force,1010,12
CIM,1011,6
Force,1011,14
CIM,1012,6
Force,1012,16
CIM,1013,11
Force,1013,14
CIM,1014,6
Force,1014,13
CIM,1015,6
Force,1015,13
CIM,1016,6
Force,1016,13
CIM,1017,6
Force,1017,14
CIM,1018,7
Force,1018,14
CIM,1019,7
Force,1019,13
CIM,1020,6
Force,1020,13
CIM,1021,6
Force,1021,13
CIM,1022,6
Force,1022,14
CIM,1023,6
Force,1023,13
CIM,1024,6
Force,1024,18
CIM,1025,18
Force,1025,21
CIM,1026,10
Force,1026,18
CIM,1027,10
Force,1027,18
CIM,1028,9
Force,1028,20
CIM,1029,7
Force,1029,13
CIM,1030,6
Force,1030,14
CIM,1031,6
Force,1031,14
CIM,1032,6
Force,1032,14
CIM,1033,7
Force,1033,15
CIM,1034,6
Force,1034,13
CIM,1035,11
Force,1035,14
CIM,1036,6
Force,1036,13
CIM,1037,6
Force,1037,14
CIM,1038,6
Force,1038,13
CIM,1039,6
Force,1039,14
CIM,1040,6
Force,1040,13
CIM,1041,7
Force,1041,13
CIM,1042,7
Force,1042,13
CIM,1043,7
Force,1043,15
CIM,1044,7
Force,1044,16
CIM,1045,7
Force,1045,13
CIM,1046,7
Force,1046,14
CIM,1047,6
Force,1047,14
CIM,1048,9
Force,1048,15
CIM,1049,7
Force,1049,14
CIM,1050,7
Force,1050,13
CIM,1051,7
Force,1051,14
CIM,1052,7
Force,1052,14
CIM,1053,6
Force,1053,14
CIM,1054,7
Force,1054,14
CIM,1055,7
Force,1055,14
CIM,1056,6
Force,1056,15
CIM,1057,6
Force,1057,15
CIM,1058,8
Force,1058,16
CIM,1059,10
Force,1059,14
CIM,1060,7
Force,1060,14
CIM,1061,7
Force,1061,14
CIM,1062,6
Force,1062,15
CIM,1063,8
Force,1063,15
CIM,1064,7
Force,1064,14
CIM,1065,6
Force,1065,17
CIM,1066,11
Force,1066,22
CIM,1067,12
Force,1067,23
CIM,1068,13
Force,1068,22
CIM,1069,12
Force,1069,24
CIM,1070,12
Force,1070,22
CIM,1071,13
Force,1071,24
CIM,1072,12
Force,1072,24
CIM,1073,12
Force,1073,23
CIM,1074,13
Force,1074,22
CIM,1075,12
Force,1075,20
CIM,1076,7
Force,1076,15
CIM,1077,9
Force,1077,16
CIM,1078,7
Force,1078,15
CIM,1079,6
Force,1079,16
CIM,1080,7
Force,1080,14
CIM,1081,7
Force,1081,15
CIM,1082,7
Force,1082,14
CIM,1083,6
Force,1083,15
CIM,1084,7
Force,1084,15
CIM,1085,7
Force,1085,14
CIM,1086,7
Force,1086,14
CIM,1087,7
Force,1087,14
CIM,1088,7
Force,1088,15
CIM,1089,8
Force,1089,16
CIM,1090,8
Force,1090,16
CIM,1091,9
Force,1091,17
CIM,1092,8
Force,1092,15
CIM,1093,9
Force,1093,22
CIM,1094,11
Force,1094,16
CIM,1095,7
Force,1095,15
CIM,1096,7
Force,1096,16
CIM,1097,13
Force,1097,15
CIM,1098,7
Force,1098,15
CIM,1099,7
Force,1099,22
CIM,1100,8
Force,1100,15
CIM,1101,8
Force,1101,15
CIM,1102,7
Force,1102,16
CIM,1103,7
Force,1103,16
CIM,1104,7
Force,1104,15
CIM,1105,9
Force,1105,16
CIM,1106,7
Force,1106,16
CIM,1107,8
Force,1107,15
CIM,1108,8
Force,1108,16
CIM,1109,8
Force,1109,15
CIM,1110,9
Force,1110,17
CIM,1111,8
Force,1111,15
CIM,1112,7
Force,1112,20
CIM,1113,8
Force,1113,15
CIM,1114,7
Force,1114,16
CIM,1115,8
Force,1115,16
CIM,1116,8
Force,1116,15
CIM,1117,8
Force,1117,21
CIM,1118,9
Force,1118,17
CIM,1119,8
Force,1119,15
CIM,1120,8
Force,1120,16
CIM,1121,7
Force,1121,15
CIM,1122,7
Force,1122,16
CIM,1123,8
Force,1123,16
CIM,1124,8
Force,1124,16
CIM,1125,8
Force,1125,16
CIM,1126,10
Force,1126,16
CIM,1127,8
Force,1127,16
CIM,1128,8
Force,1128,16
CIM,1129,7
Force,1129,16
CIM,1130,8
Force,1130,18
CIM,1131,9
Force,1131,18
CIM,1132,8
Force,1132,16
CIM,1133,7
Force,1133,17
CIM,1134,8
Force,1134,17
CIM,1135,8
Force,1135,16
CIM,1136,8
Force,1136,16
CIM,1137,7
Force,1137,21
CIM,1138,8
Force,1138,17
CIM,1139,8
Force,1139,17
CIM,1140,8
Force,1140,17
CIM,1141,8
Force,1141,17
CIM,1142,8
Force,1142,16
CIM,1143,8
Force,1143,17
CIM,1144,10
Force,1144,19
CIM,1145,8
Force,1145,17
CIM,1146,8
Force,1146,17
CIM,1147,8
Force,1147,17
CIM,1148,8
Force,1148,17
CIM,1149,8
Force,1149,17
CIM,1150,10
Force,1150,18
CIM,1151,9
Force,1151,17
CIM,1152,8
Force,1152,17
CIM,1153,8
Force,1153,17
CIM,1154,8
Force,1154,17
CIM,1155,9
Force,1155,16
CIM,1156,9
Force,1156,20
CIM,1157,14
Force,1157,17
CIM,1158,8
Force,1158,18
CIM,1159,8
Force,1159,17
CIM,1160,8
Force,1160,17
CIM,1161,8
Force,1161,17
CIM,1162,9
Force,1162,18
CIM,1163,8
Force,1163,17
CIM,1164,8
Force,1164,18
CIM,1165,8
Force,1165,18
CIM,1166,9
Force,1166,18
CIM,1167,9
Force,1167,17
CIM,1168,14
Force,1168,25
CIM,1169,11
Force,1169,16
CIM,1170,8
Force,1170,18
CIM,1171,8
Force,1171,18
CIM,1172,9
Force,1172,17
CIM,1173,9
Force,1173,18
CIM,1174,8
Force,1174,18
CIM,1175,12
Force,1175,21
CIM,1176,9
Force,1176,18
CIM,1177,9
Force,1177,17
CIM,1178,9
Force,1178,19
CIM,1179,9
Force,1179,17
CIM,1180,10
Force,1180,20
CIM,1181,8
Force,1181,19
CIM,1182,9
Force,1182,18
CIM,1183,9
Force,1183,17
CIM,1184,9
Force,1184,18
CIM,1185,9
Force,1185,18
CIM,1186,9
Force,1186,20
CIM,1187,9
Force,1187,18
CIM,1188,8
Force,1188,18
CIM,1189,10
Force,1189,18
CIM,1190,9
Force,1190,18
CIM,1191,9
Force,1191,19
CIM,1192,10
Force,1192,21
CIM,1193,14
Force,1193,19
CIM,1194,10
Force,1194,18
CIM,1195,9
Force,1195,18
CIM,1196,9
Force,1196,18
CIM,1197,9
Force,1197,18
CIM,1198,9
Force,1198,19
CIM,1199,9
Force,1199,19
CIM,1200,9
Force,1200,19
CIM,1201,10
Force,1201,18
CIM,1202,9
Force,1202,19
CIM,1203,10
Force,1203,23
CIM,1204,11
Force,1204,19
CIM,1205,9
Force,1205,19
CIM,1206,9
Force,1206,19
CIM,1207,10
Force,1207,18
CIM,1208,9
Force,1208,19
CIM,1209,10
Force,1209,19
CIM,1210,9
Force,1210,25
CIM,1211,9
Force,1211,19
CIM,1212,10
Force,1212,19
CIM,1213,10
Force,1213,19
CIM,1214,10
Force,1214,19
CIM,1215,11
Force,1215,21
CIM,1216,10
Force,1216,19
CIM,1217,10
Force,1217,20
CIM,1218,9
Force,1218,19
CIM,1219,10
Force,1219,19
CIM,1220,10
Force,1220,19
CIM,1221,11
Force,1221,20
CIM,1222,10
Force,1222,20
CIM,1223,10
Force,1223,21
CIM,1224,10
Force,1224,19
CIM,1225,9
Force,1225,19
CIM,1226,11
Force,1226,21
CIM,1227,16
Force,1227,20
CIM,1228,10
Force,1228,19
CIM,1229,9
Force,1229,20
CIM,1230,10
Force,1230,19
CIM,1231,10
Force,1231,20
CIM,1232,10
Force,1232,19
CIM,1233,10
Force,1233,20
CIM,1234,10
Force,1234,20
CIM,1235,10
Force,1235,20
CIM,1236,10
Force,1236,20
CIM,1237,11
Force,1237,24
CIM,1238,10
Force,1238,20
CIM,1239,10
Force,1239,20
CIM,1240,11
Force,1240,19
CIM,1241,10
Force,1241,20
CIM,1242,10
Force,1242,19
CIM,1243,10
Force,1243,26
CIM,1244,10
Force,1244,20
CIM,1245,10
Force,1245,20
CIM,1246,11
Force,1246,20
CIM,1247,13
Force,1247,23
CIM,1248,10
Force,1248,20
CIM,1249,11
Force,1249,20
CIM,1250,11
Force,1250,25
CIM,1251,10
Force,1251,20
CIM,1252,10
Force,1252,20
CIM,1253,10
Force,1253,23
CIM,1254,10
Force,1254,21
CIM,1255,10
Force,1255,20
CIM,1256,11
Force,1256,21
CIM,1257,11
Force,1257,20
CIM,1258,12
Force,1258,23
CIM,1259,16
Force,1259,20
CIM,1260,10
Force,1260,20
CIM,1261,10
Force,1261,20
CIM,1262,10
Force,1262,21
CIM,1263,11
Force,1263,21
CIM,1264,11
Force,1264,21
CIM,1265,11
Force,1265,21
CIM,1266,11
Force,1266,20
CIM,1267,11
Force,1267,21
CIM,1268,12
Force,1268,24
CIM,1269,12
Force,1269,21
CIM,1270,11
Force,1270,21
CIM,1271,10
Force,1271,21
CIM,1272,11
Force,1272,22
CIM,1273,11
Force,1273,21
CIM,1274,12
Force,1274,26
CIM,1275,11
Force,1275,21
CIM,1276,11
Force,1276,24
CIM,1277,11
Force,1277,22
CIM,1278,14
Force,1278,24
CIM,1279,11
Force,1279,21
CIM,1280,11
Force,1280,22
CIM,1281,11
Force,1281,21
CIM,1282,11
Force,1282,22
CIM,1283,11
Force,1283,23
CIM,1284,12
Force,1284,21
CIM,1285,12
Force,1285,21
CIM,1286,12
Force,1286,21
CIM,1287,11
Force,1287,22
CIM,1288,13
Force,1288,26
CIM,1289,15
Force,1289,22
CIM,1290,11
Force,1290,21
CIM,1291,11
Force,1291,21
CIM,1292,12
Force,1292,22
CIM,1293,12
Force,1293,21
CIM,1294,12
Force,1294,22
CIM,1295,12
Force,1295,22
CIM,1296,11
Force,1296,22
CIM,1297,11
Force,1297,22
CIM,1298,13
Force,1298,26
CIM,1299,11
Force,1299,22
CIM,1300,12
Force,1300,22
CIM,1301,12
Force,1301,22
CIM,1302,12
Force,1302,22
CIM,1303,11
Force,1303,27
CIM,1304,11
Force,1304,22
CIM,1305,12
Force,1305,22
CIM,1306,12
Force,1306,23
CIM,1307,12
Force,1307,22
CIM,1308,12
Force,1308,24
CIM,1309,13
Force,1309,23
CIM,1310,11
Force,1310,23
CIM,1311,12
Force,1311,22
CIM,1312,12
Force,1312,25
CIM,1313,13
Force,1313,22
CIM,1314,12
Force,1314,23
CIM,1315,12
Force,1315,22
CIM,1316,12
Force,1316,23
CIM,1317,11
Force,1317,34
CIM,1318,11
Force,1318,23
CIM,1319,12
Force,1319,23
CIM,1320,12
Force,1320,23
CIM,1321,12
Force,1321,23
CIM,1322,12
Force,1322,23
CIM,1323,12
Force,1323,23
CIM,1324,11
Force,1324,22
CIM,1325,12
Force,1325,23
CIM,1326,12
Force,1326,25
CIM,1327,13
Force,1327,25
CIM,1328,12
Force,1328,23
CIM,1329,12
Force,1329,23
CIM,1330,12
Force,1330,23
CIM,1331,12
Force,1331,29
CIM,1332,12
Force,1332,23
CIM,1333,12
Force,1333,24
CIM,1334,12
Force,1334,23
CIM,1335,12
Force,1335,24
CIM,1336,13
Force,1336,27
CIM,1337,13
Force,1337,23
CIM,1338,12
Force,1338,24
CIM,1339,14
Force,1339,24
CIM,1340,14
Force,1340,25
CIM,1341,12
Force,1341,24
CIM,1342,14
Force,1342,25
CIM,1343,13
Force,1343,24
CIM,1344,13
Force,1344,29
CIM,1345,14
Force,1345,27
CIM,1346,12
Force,1346,24
CIM,1347,13
Force,1347,24
CIM,1348,13
Force,1348,24
CIM,1349,13
Force,1349,24
CIM,1350,13
Force,1350,24
CIM,1351,13
Force,1351,24
CIM,1352,13
Force,1352,24
CIM,1353,15
Force,1353,26
CIM,1354,13
Force,1354,32
CIM,1355,13
Force,1355,26
CIM,1356,13
Force,1356,24
CIM,1357,13
Force,1357,29
CIM,1358,13
Force,1358,24
CIM,1359,13
Force,1359,26
CIM,1360,13
Force,1360,24
CIM,1361,13
Force,1361,24
CIM,1362,12
Force,1362,25
CIM,1363,15
Force,1363,29
CIM,1364,13
Force,1364,25
CIM,1365,13
Force,1365,25
CIM,1366,15
Force,1366,25
CIM,1367,13
Force,1367,24
CIM,1368,14
Force,1368,24
CIM,1369,13
Force,1369,25
CIM,1370,13
Force,1370,30
CIM,1371,13
Force,1371,24
CIM,1372,14
Force,1372,28
CIM,1373,13
Force,1373,25
CIM,1374,14
Force,1374,25
CIM,1375,14
Force,1375,25
CIM,1376,13
Force,1376,25
CIM,1377,13
Force,1377,25
CIM,1378,13
Force,1378,26
CIM,1379,16
Force,1379,25
CIM,1380,14
Force,1380,25
CIM,1381,13
Force,1381,28
CIM,1382,13
Force,1382,25
CIM,1383,20
Force,1383,26
CIM,1384,14
Force,1384,25
CIM,1385,14
Force,1385,25
CIM,1386,14
Force,1386,25
CIM,1387,13
Force,1387,26
CIM,1388,14
Force,1388,25
CIM,1389,15
Force,1389,32
CIM,1390,14
Force,1390,26
CIM,1391,16
Force,1391,26
CIM,1392,14
Force,1392,26
CIM,1393,14
Force,1393,26
CIM,1394,14
Force,1394,26
CIM,1395,17
Force,1395,29
CIM,1396,15
Force,1396,26
CIM,1397,14
Force,1397,26
CIM,1398,15
Force,1398,28
CIM,1399,14
Force,1399,26
CIM,1400,15
Force,1400,26
CIM,1401,15
Force,1401,26
CIM,1402,15
Force,1402,26
CIM,1403,16
Force,1403,27
CIM,1404,14
Force,1404,26
CIM,1405,14
Force,1405,26
CIM,1406,17
Force,1406,29
CIM,1407,21
Force,1407,26
CIM,1408,15
Force,1408,26
CIM,1409,16
Force,1409,27
CIM,1410,14
Force,1410,27
CIM,1411,14
Force,1411,27
CIM,1412,14
Force,1412,27
CIM,1413,15
Force,1413,26
CIM,1414,15
Force,1414,28
CIM,1415,17
Force,1415,27
CIM,1416,15
Force,1416,30
CIM,1417,15
Force,1417,28
CIM,1418,15
Force,1418,31
CIM,1419,16
Force,1419,27
CIM,1420,15
Force,1420,27
CIM,1421,14
Force,1421,36
CIM,1422,15
Force,1422,27
CIM,1423,16
Force,1423,30
CIM,1424,15
Force,1424,26
CIM,1425,16
Force,1425,26
CIM,1426,18
Force,1426,28
CIM,1427,15
Force,1427,28
CIM,1428,15
Force,1428,27
CIM,1429,15
Force,1429,27
CIM,1430,22
Force,1430,28
CIM,1431,15
Force,1431,29
CIM,1432,15
Force,1432,27
CIM,1433,15
Force,1433,27
CIM,1434,16
Force,1434,27
CIM,1435,16
Force,1435,28
CIM,1436,15
Force,1436,27
CIM,1437,15
Force,1437,29
CIM,1438,15
Force,1438,28
CIM,1439,16
Force,1439,32
CIM,1440,16
Force,1440,28
CIM,1441,16
Force,1441,33
CIM,1442,15
Force,1442,28
CIM,1443,15
Force,1443,28
CIM,1444,16
Force,1444,27
CIM,1445,16
Force,1445,28
CIM,1446,16
Force,1446,28
CIM,1447,15
Force,1447,30
CIM,1448,16
Force,1448,28
CIM,1449,17
Force,1449,28
CIM,1450,15
Force,1450,28
CIM,1451,16
Force,1451,28
CIM,1452,16
Force,1452,34
CIM,1453,17
Force,1453,28
CIM,1454,16
Force,1454,28
CIM,1455,16
Force,1455,31
CIM,1456,15
Force,1456,28
CIM,1457,16
Force,1457,28
CIM,1458,16
Force,1458,29
CIM,1459,16
Force,1459,29
CIM,1460,17
Force,1460,29
CIM,1461,17
Force,1461,28
CIM,1462,15
Force,1462,29
CIM,1463,17
Force,1463,37
CIM,1464,17
Force,1464,28
CIM,1465,17
Force,1465,28
CIM,1466,16
Force,1466,29
CIM,1467,17
Force,1467,29
CIM,1468,17
Force,1468,29
CIM,1469,16
Force,1469,29
CIM,1470,17
Force,1470,37
CIM,1471,17
Force,1471,30
CIM,1472,16
Force,1472,29
CIM,1473,17
Force,1473,29
CIM,1474,24
Force,1474,31
CIM,1475,17
Force,1475,29
CIM,1476,17
Force,1476,30
CIM,1477,16
Force,1477,29
CIM,1478,17
Force,1478,33
CIM,1479,16
Force,1479,29
CIM,1480,17
Force,1480,29
CIM,1481,19
Force,1481,30
CIM,1482,17
Force,1482,29
CIM,1483,18
Force,1483,29
CIM,1484,18
Force,1484,34
CIM,1485,17
Force,1485,29
CIM,1486,18
Force,1486,30
CIM,1487,18
Force,1487,29
CIM,1488,17
Force,1488,30
CIM,1489,17
Force,1489,29
CIM,1490,18
Force,1490,30
CIM,1491,17
Force,1491,32
CIM,1492,18
Force,1492,30
CIM,1493,17
Force,1493,32
CIM,1494,17
Force,1494,30
CIM,1495,25
Force,1495,29
CIM,1496,17
Force,1496,30
CIM,1497,18
Force,1497,30
CIM,1498,18
Force,1498,30
CIM,1499,18
Force,1499,30
CIM,1500,17
Force,1500,36
CIM,1501,18
Force,1501,32
CIM,1502,18
Force,1502,31
CIM,1503,18
Force,1503,30
CIM,1504,18
Force,1504,31
CIM,1505,23
Force,1505,31
CIM,1506,19
Force,1506,31
CIM,1507,17
Force,1507,31
CIM,1508,19
Force,1508,33
CIM,1509,18
Force,1509,31
CIM,1510,17
Force,1510,31
CIM,1511,18
Force,1511,33
CIM,1512,19
Force,1512,31
CIM,1513,18
Force,1513,31
CIM,1514,18
Force,1514,31
CIM,1515,24
Force,1515,32
CIM,1516,18
Force,1516,33
CIM,1517,19
Force,1517,30
CIM,1518,18
Force,1518,32
CIM,1519,19
Force,1519,31
CIM,1520,18
Force,1520,31
CIM,1521,19
Force,1521,33
CIM,1522,19
Force,1522,33
CIM,1523,18
Force,1523,33
CIM,1524,19
Force,1524,36
CIM,1525,19
Force,1525,32
CIM,1526,19
Force,1526,31
CIM,1527,19
Force,1527,31
CIM,1528,19
Force,1528,33
CIM,1529,20
Force,1529,34
CIM,1530,19
Force,1530,32
CIM,1531,21
Force,1531,32
CIM,1532,18
Force,1532,32
CIM,1533,19
Force,1533,32
CIM,1534,18
Force,1534,37
CIM,1535,20
Force,1535,32
CIM,1536,20
Force,1536,36
CIM,1537,18
Force,1537,33
CIM,1538,19
Force,1538,32
CIM,1539,19
Force,1539,32
CIM,1540,20
Force,1540,33
CIM,1541,21
Force,1541,32
CIM,1542,19
Force,1542,33
CIM,1543,19
Force,1543,39
CIM,1544,20
Force,1544,33
CIM,1545,19
Force,1545,32
CIM,1546,19
Force,1546,32
CIM,1547,19
Force,1547,33
CIM,1548,20
Force,1548,32
CIM,1549,19
Force,1549,32
CIM,1550,19
Force,1550,37
CIM,1551,19
Force,1551,33
CIM,1552,20
Force,1552,33
CIM,1553,20
Force,1553,37
CIM,1554,19
Force,1554,34
CIM,1555,20
Force,1555,33
CIM,1556,19
Force,1556,34
CIM,1557,19
Force,1557,40
CIM,1558,21
Force,1558,33
CIM,1559,20
Force,1559,35
CIM,1560,20
Force,1560,32
CIM,1561,19
Force,1561,33
CIM,1562,20
Force,1562,38
CIM,1563,19
Force,1563,34
CIM,1564,20
Force,1564,36
CIM,1565,19
Force,1565,34
CIM,1566,20
Force,1566,34
CIM,1567,20
Force,1567,32
CIM,1568,20
Force,1568,36
CIM,1569,22
Force,1569,34
CIM,1570,20
Force,1570,41
CIM,1571,20
Force,1571,38
CIM,1572,19
Force,1572,33
CIM,1573,20
Force,1573,34
CIM,1574,20
Force,1574,34
CIM,1575,20
Force,1575,34
CIM,1576,22
Force,1576,34
CIM,1577,20
Force,1577,39
CIM,1578,21
Force,1578,34
CIM,1579,20
Force,1579,35
CIM,1580,21
Force,1580,39
CIM,1581,20
Force,1581,34
CIM,1582,20
Force,1582,34
CIM,1583,21
Force,1583,34
CIM,1584,21
Force,1584,37
CIM,1585,20
Force,1585,34
CIM,1586,21
Force,1586,37
CIM,1587,21
Force,1587,34
CIM,1588,21
Force,1588,35
CIM,1589,21
Force,1589,41
CIM,1590,22
Force,1590,38
CIM,1591,22
Force,1591,34
CIM,1592,21
Force,1592,35
CIM,1593,22
Force,1593,34
CIM,1594,22
Force,1594,34
CIM,1595,26
Force,1595,35
CIM,1596,22
Force,1596,36
CIM,1597,22
Force,1597,39
CIM,1598,57
Force,1598,34
CIM,1599,21
Force,1599,37
CIM,1600,22
Force,1600,35
CIM,1601,22
Force,1601,35
CIM,1602,21
Force,1602,35
CIM,1603,22
Force,1603,38
CIM,1604,22
Force,1604,35
CIM,1605,22
Force,1605,35
CIM,1606,27
Force,1606,34
CIM,1607,22
Force,1607,37
CIM,1608,24
Force,1608,36
CIM,1609,22
Force,1609,42
CIM,1610,22
Force,1610,35
CIM,1611,21
Force,1611,36
CIM,1612,23
Force,1612,37
CIM,1613,24
Force,1613,36
CIM,1614,26
Force,1614,38
CIM,1615,22
Force,1615,35
CIM,1616,19
Force,1616,40
CIM,1617,23
Force,1617,36
CIM,1618,22
Force,1618,36
CIM,1619,22
Force,1619,36
CIM,1620,21
Force,1620,36
CIM,1621,22
Force,1621,35
CIM,1622,21
Force,1622,43
CIM,1623,21
Force,1623,36
CIM,1624,22
Force,1624,36
CIM,1625,24
Force,1625,38
CIM,1626,22
Force,1626,36
CIM,1627,23
Force,1627,36
CIM,1628,26
Force,1628,39
CIM,1629,22
Force,1629,37
CIM,1630,22
Force,1630,37
CIM,1631,28
Force,1631,44
CIM,1632,26
Force,1632,36
CIM,1633,25
Force,1633,38
CIM,1634,23
Force,1634,35
CIM,1635,24
Force,1635,38
CIM,1636,22
Force,1636,36
CIM,1637,23
Force,1637,37
CIM,1638,24
Force,1638,36
CIM,1639,29
Force,1639,38
CIM,1640,23
Force,1640,36
CIM,1641,24
Force,1641,40
CIM,1642,23
Force,1642,37
CIM,1643,23
Force,1643,36
CIM,1644,22
Force,1644,36
CIM,1645,23
Force,1645,37
CIM,1646,24
Force,1646,37
CIM,1647,26
Force,1647,40
CIM,1648,23
Force,1648,38
CIM,1649,23
Force,1649,40
CIM,1650,24
Force,1650,38
CIM,1651,23
Force,1651,37
CIM,1652,24
Force,1652,37
CIM,1653,21
Force,1653,39
CIM,1654,23
Force,1654,38
CIM,1655,29
Force,1655,38
CIM,1656,24
Force,1656,38
CIM,1657,24
Force,1657,40
CIM,1658,24
Force,1658,38
CIM,1659,22
Force,1659,40
CIM,1660,23
Force,1660,38
CIM,1661,23
Force,1661,38
CIM,1662,26
Force,1662,38
CIM,1663,30
Force,1663,37
CIM,1664,23
Force,1664,38
CIM,1665,21
Force,1665,43
CIM,1666,24
Force,1666,39
CIM,1667,25
Force,1667,38
CIM,1668,25
Force,1668,38
CIM,1669,25
Force,1669,38
CIM,1670,24
Force,1670,39
CIM,1671,26
Force,1671,41
CIM,1672,25
Force,1672,38
CIM,1673,26
Force,1673,39
CIM,1674,26
Force,1674,38
CIM,1675,25
Force,1675,38
CIM,1676,25
Force,1676,38
CIM,1677,23
Force,1677,41
CIM,1678,25
Force,1678,43
CIM,1679,24
Force,1679,39
CIM,1680,27
Force,1680,40
CIM,1681,27
Force,1681,39
CIM,1682,25
Force,1682,38
CIM,1683,23
Force,1683,40
CIM,1684,25
Force,1684,39
CIM,1685,24
Force,1685,39
CIM,1686,25
Force,1686,44
CIM,1687,25
Force,1687,41
CIM,1688,26
Force,1688,42
CIM,1689,28
Force,1689,44
CIM,1690,25
Force,1690,45
CIM,1691,25
Force,1691,39
CIM,1692,26
Force,1692,41
CIM,1693,33
Force,1693,45
CIM,1694,26
Force,1694,47
CIM,1695,26
Force,1695,42
CIM,1696,26
Force,1696,39
CIM,1697,26
Force,1697,39
CIM,1698,26
Force,1698,39
CIM,1699,26
Force,1699,40
CIM,1700,24
Force,1700,43
CIM,1701,32
Force,1701,40
CIM,1702,26
Force,1702,39
CIM,1703,29
Force,1703,41
CIM,1704,26
Force,1704,39
CIM,1705,26
Force,1705,40
CIM,1706,23
Force,1706,43
CIM,1707,26
Force,1707,41
CIM,1708,26
Force,1708,46
CIM,1709,26
Force,1709,41
CIM,1710,26
Force,1710,43
CIM,1711,26
Force,1711,48
CIM,1712,25
Force,1712,41
CIM,1713,26
Force,1713,40
CIM,1714,26
Force,1714,41
CIM,1715,26
Force,1715,47
CIM,1716,26
Force,1716,41
CIM,1717,23
Force,1717,45
CIM,1718,26
Force,1718,41
CIM,1719,26
Force,1719,41
CIM,1720,28
Force,1720,41
CIM,1721,26
Force,1721,41
CIM,1722,29
Force,1722,44
CIM,1723,29
Force,1723,44
CIM,1724,26
Force,1724,40
CIM,1725,30
Force,1725,42
CIM,1726,28
Force,1726,41
CIM,1727,27
Force,1727,42
CIM,1728,27
Force,1728,45
CIM,1729,27
Force,1729,41
CIM,1730,32
Force,1730,41
CIM,1731,26
Force,1731,42
CIM,1732,30
Force,1732,42
CIM,1733,29
Force,1733,57
CIM,1734,26
Force,1734,44
CIM,1735,27
Force,1735,41
CIM,1736,27
Force,1736,47
CIM,1737,28
Force,1737,43
CIM,1738,27
Force,1738,43
CIM,1739,30
Force,1739,45
CIM,1740,28
Force,1740,41
CIM,1741,27
Force,1741,42
CIM,1742,28
Force,1742,42
CIM,1743,28
Force,1743,47
CIM,1744,28
Force,1744,42
CIM,1745,26
Force,1745,47
CIM,1746,29
Force,1746,42
CIM,1747,28
Force,1747,41
CIM,1748,27
Force,1748,42
CIM,1749,29
Force,1749,41
CIM,1750,28
Force,1750,51
CIM,1751,28
Force,1751,42
CIM,1752,29
Force,1752,44
CIM,1753,30
Force,1753,44
CIM,1754,29
Force,1754,42
CIM,1755,28
Force,1755,42
CIM,1756,29
Force,1756,46
CIM,1757,28
Force,1757,49
CIM,1758,29
Force,1758,43
CIM,1759,31
Force,1759,46
CIM,1760,29
Force,1760,44
CIM,1761,25
Force,1761,45
CIM,1762,28
Force,1762,43
CIM,1763,29
